0.00,0.000000
0.01,0.000000
0.02,0.000000
0.03,0.000000
0.04,0.000000
0.05,0.000000
0.06,0.000000
0.07,0.000000
0.09,0.000000
0.10,0.000000
0.11,0.000000
0.12,0.000000
0.13,0.004978
0.14,0.005540
0.15,0.002764
0.16,0.002300
0.17,0.001753
0.18,0.001918
0.19,0.001742
0.20,0.001238
0.21,0.001090
0.22,0.001018
0.23,0.001112
0.25,0.002268
0.26,0.002263
0.27,0.001000
0.28,0.001064
0.29,0.002032
0.30,0.002004
0.31,0.000856
0.32,0.000850
0.33,0.000848
0.34,0.000726
0.35,0.000638
0.36,0.000669
0.37,0.001213
0.38,0.001331
0.39,0.000752
0.41,0.000645
0.42,0.000551
0.43,0.000513
0.44,0.000420
0.45,0.000485
0.46,0.000535
0.47,0.000626
0.48,0.000658
0.49,0.000571
0.50,0.000656
0.51,0.000708
0.52,0.000645
0.53,0.000631
0.54,0.000617
0.55,0.000608
0.57,0.000685
0.58,0.000649
0.59,0.000555
0.60,0.000646
0.61,0.000675
0.62,0.000647
0.63,0.000562
0.64,0.000578
0.65,0.000617
0.66,0.000610
0.67,0.000587
0.68,0.000626
0.69,0.000706
0.70,0.000641
0.71,0.000555
0.73,0.000641
0.74,0.000736
0.75,0.000698
0.76,0.000648
0.77,0.000520
0.78,0.000685
0.79,0.000762
0.80,0.000664
0.81,0.000658
0.82,0.000635
0.83,0.000660
0.84,0.000659
0.85,0.000588
0.86,0.000509
0.87,0.000651
0.89,0.000685
0.90,0.000662
0.91,0.000618
0.92,0.000638
0.93,0.000705
0.94,0.000644
0.95,0.000589
0.96,0.000590
0.97,0.000687
0.98,0.000740
0.99,0.000647
1.00,0.000567
1.01,0.000671
1.02,0.000728
1.03,0.000616
1.05,0.000560
1.06,0.000686
1.07,0.000726
1.08,0.000736
1.09,0.000667
1.10,0.000571
1.11,0.000641
1.12,0.000627
1.13,0.000604
1.14,0.000570
1.15,0.000676
1.16,0.000720
1.17,0.000673
1.18,0.000632
1.19,0.000643
1.21,0.000661
1.22,0.000609
1.23,0.000585
1.24,0.000606
1.25,0.000668
1.26,0.000601
1.27,0.000578
1.28,0.000549
1.29,0.000583
1.30,0.000653
1.31,0.000676
1.32,0.000593
1.33,0.000567
1.34,0.000672
1.35,0.000671
1.37,0.000592
1.38,0.000542
1.39,0.000658
1.40,0.000665
1.41,0.000666
1.42,0.000595
1.43,0.000675
1.44,0.000730
1.45,0.000675
1.46,0.000633
1.47,0.000667
1.48,0.000766
1.49,0.000693
1.50,0.000547
1.51,0.000456
1.53,0.000529
1.54,0.000618
1.55,0.000467
1.56,0.000268
1.57,0.000297
1.58,0.000323
1.59,0.000287
1.60,0.000212
1.61,0.000392
1.62,0.000603
1.63,0.000628
1.64,0.000877
1.65,0.001140
1.66,0.001175
1.67,0.001143
1.69,0.001066
1.70,0.001029
1.71,0.000945
1.72,0.000899
1.73,0.000943
1.74,0.001089
1.75,0.001394
1.76,0.002346
1.77,0.004568
1.78,0.005474
1.79,0.004408
1.80,0.008051
1.81,0.023250
1.82,0.043969
1.83,0.044879
1.85,0.042238
1.86,0.045526
1.87,0.206004
1.88,0.444959
1.89,0.894656
1.90,1.037943
1.91,1.039231
1.92,1.063560
1.93,0.992324
1.94,0.915986
1.95,0.913952
1.96,0.992650
1.97,1.065992
1.98,0.952131
1.99,1.040538
2.01,0.910826
2.02,0.836610
2.03,0.808451
2.04,0.875081
2.05,0.953607
2.06,0.947049
2.07,0.885791
2.08,0.993152
2.09,0.916805
2.10,0.974058
2.11,1.003898
2.12,0.880734
2.13,0.948601
2.14,0.856136
2.15,0.910132
2.17,0.911231
2.18,0.876993
2.19,0.807094
2.20,0.735149
2.21,0.754036
2.22,0.786792
2.23,0.808179
2.24,0.803694
2.25,0.767693
2.26,0.796724
2.27,0.756718
2.28,0.762255
2.29,0.803986
2.30,0.784791
2.31,0.792429
2.33,0.746522
2.34,0.732991
2.35,0.842123
2.36,0.857583
2.37,0.733675
2.38,0.806605
2.39,0.790277
2.40,0.773100
2.41,0.759889
2.42,0.736241
2.43,0.715925
2.44,0.747833
2.45,0.645048
2.46,0.715508
2.47,0.652015
2.49,0.649739
2.50,0.683405
2.51,0.567767
2.52,0.567497
2.53,0.633305
2.54,0.697293
2.55,0.647507
2.56,0.638377
2.57,0.701341
2.58,0.695618
2.59,0.625680
2.60,0.679237
2.61,0.664403
2.62,0.646964
2.63,0.642048
2.65,0.614630
2.66,0.603130
2.67,0.580160
2.68,0.636640
2.69,0.592704
2.70,0.587104
2.71,0.627500
2.72,0.665294
2.73,0.562606
2.74,0.601129
2.75,0.767293
2.76,0.591842
2.77,0.571015
2.78,0.644904
2.79,0.667416
2.81,0.667799
2.82,0.608185
2.83,0.600452
2.84,0.591045
2.85,0.572780
2.86,0.618309
2.87,0.530830
2.88,0.524122
2.89,0.510425
2.90,0.558867
2.91,0.513728
2.92,0.466663
2.93,0.544613
2.94,0.495210
2.95,0.484655
2.97,0.484803
2.98,0.499791
2.99,0.584856
3.00,0.505244
3.01,0.498022
3.02,0.501472
3.03,0.543282
3.04,0.548369
3.05,0.490028
3.06,0.553618
3.07,0.461266
3.08,0.458569
3.09,0.442824
3.10,0.426405
3.11,0.462873
3.13,0.521002
3.14,0.457467
3.15,0.423488
3.16,0.502802
3.17,0.451311
3.18,0.441918
3.19,0.466177
3.20,0.480442
3.21,0.466314
3.22,0.428290
3.23,0.513331
3.24,0.461072
3.25,0.426708
3.26,0.546619
3.27,0.481720
3.29,0.416541
3.30,0.529918
3.31,0.645884
3.32,0.519855
3.33,0.581823
3.34,0.628571
3.35,0.668327
3.36,0.538919
3.37,0.681309
3.38,0.778916
3.39,0.777592
3.40,0.674254
3.41,0.669911
3.42,0.917613
3.43,0.778992
3.45,0.701557
3.46,0.850905
3.47,0.783721
3.48,0.819608
3.49,0.729026
3.50,0.725911
3.51,0.694846
3.52,0.740946
3.53,0.714671
3.54,0.612772
3.55,0.600179
3.56,0.683004
3.57,0.705352
3.58,0.617881
3.59,0.683178
3.61,0.699252
3.62,0.573790
3.63,0.565625
3.64,0.602843
3.65,0.696863
3.66,0.691221
3.67,0.670472
3.68,0.654333
3.69,0.601783
3.70,0.683152
3.71,0.606521
3.72,0.470921
3.73,0.528895
3.74,0.590068
3.75,0.653234
3.77,0.530982
3.78,0.556260
3.79,0.587189
3.80,0.406749
3.81,0.461454
3.82,0.494399
3.83,0.503851
3.84,0.450049
3.85,0.530408
3.86,0.465087
3.87,0.372820
3.88,0.397101
3.89,0.452866
3.90,0.424511
3.91,0.397194
3.93,0.460368
3.94,0.505779
3.95,0.392693
3.96,0.427146
3.97,0.466988
3.98,0.436861
3.99,0.481931
4.00,0.448009
4.01,0.497087
4.02,0.560442
4.03,0.617786
4.04,0.641700
4.05,0.623921
4.06,0.607668
4.07,0.580489
4.09,0.549755
4.10,0.473249
4.11,0.488646
4.12,0.521774
4.13,0.535781
4.14,0.511555
4.15,0.493367
4.16,0.557200
4.17,0.485373
4.18,0.511604
4.19,0.537341
4.20,0.506629
4.21,0.557598
4.22,0.572202
4.23,0.588009
4.25,0.507337
4.26,0.555080
4.27,0.521381
4.28,0.481373
4.29,0.604843
4.30,0.604593
4.31,0.555901
4.32,0.505747
4.33,0.523557
4.34,0.587377
4.35,0.593040
4.36,0.514891
4.37,0.608343
4.38,0.510488
4.39,0.452804
4.41,0.476922
4.42,0.535823
4.43,0.579613
4.44,0.496323
4.45,0.533870
4.46,0.496599
4.47,0.522352
4.48,0.539083
4.49,0.503602
4.50,0.582976
